id_tags,Title,Author,Original Price (COP),Actual Price (COP),Discount %,Units Left,Link,Number of Opinions,Extra Information,Date
18766541,Emperor of all Maladies: A Biography of Cancer (libro en Inglés),Siddhartha Mukherjee, 182.376, 118.545,35,Quedan 40 unidades,https://www.buscalibre.com.co/libro-emperor-of-all-maladies-a-biography-of-cancer-libro-en-ingles/9780007250929/p/18766541,(0),"['Harper Collins Publ. Uk', ' 2011', ' Tapa Blanda', 'Nuevo']",2023-11-06
4321480,the point of return,"Deb, Siddhartha", 130.664, 84.932,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-the-point-of-return/9780060501532/p/4321480,(0),"['Ecco Press', ' 2004', ' Tapa Blanda', 'Nuevo']",2023-11-06
2701725,siddhartha,hermann hesse, 128.714, 83.664,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha/9781605121659/p/2701725,(0),"['lightning source inc', 'Nuevo']",2023-11-06
53031668,Siddhartha (libro en Inglés),Herman Hesse, 135.028, 87.768,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha-libro-en-ingles/9781989631959/p/53031668,(0),"['Public Park Publishing', ' 2020', ' Tapa blanda', 'Nuevo']",2023-11-06
4947061,siddhartha,"Hesse, Hermann ; Rosner, Hilda", 145.149, 94.347,35,Quedan 4 unidades,https://www.buscalibre.com.co/libro-siddhartha/9780812416640/p/4947061,(0),"['Perfection Learning', 'Nuevo']",2023-11-06
53888698,Siddhartha Hermann Hesse (libro en Inglés),Hermann Hesse, 153.320, 99.658,35,Quedan 52 unidades,https://www.buscalibre.com.co/libro-siddhartha-hermann-hesse-libro-en-ingles/9781540855152/p/53888698,(0),"['Createspace', ' 2016', ' Tapa blanda', 'Nuevo']",2023-11-06
18693934,an outline of the republic,"Deb, Siddhartha", 126.022, 81.914,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-an-outline-of-the-republic/9780060501570/p/18693934,(0),"['Ecco Press', ' 2006', ' Tapa Blanda', 'Nuevo']",2023-11-06
8934496,Siddhartha,"Hesse, Hermann", 195.289, 126.938,35,Quedan 94 unidades,https://www.buscalibre.com.co/libro-siddhartha/9781609421625/p/8934496,(0),"['Lits', ' Tapa Dura', 'Nuevo']",2023-11-06
52677685,Divorced Indian Man: Divorce  After an Arranged Marriage in India (libro en Inglés),Siddhartha Dowera, 85.445, 55.540,35,Quedan 75 unidades,https://www.buscalibre.com.co/libro-divorced-indian-man-divorce-after-an-arranged-marriage-in-india-libro-en-ingles/9781658099820/p/52677685,(0),"['Independently Published', ' 2020', ' Tapa blanda', 'Nuevo']",2023-11-06
4717515,siddhartha,hermann hesse, 132.150, 85.897,35,Quedan 87 unidades,https://www.buscalibre.com.co/libro-siddhartha/9781613821343/p/4717515,(0),"['simon & brown', 'Nuevo']",2023-11-06
53630066,Siddhartha (Arcturus Silhouette Classics) (libro en Inglés),"Hesse, Hermann ; Pearson, Will Aaltonen", 117.015, 76.060,35,Quedan 6 unidades,https://www.buscalibre.com.co/libro-siddhartha-arcturus-silhouette-classics-libro-en-ingles/9781788887946/p/53630066,(0),"['Arcturus Editions', ' 2019', ' Tapa Dura', 'Nuevo']",2023-11-06
54827891,My Family Tree Has Roots (Libro en Inglés),"Mowrey, Tina ; Siddhartha, Vineet", 122.215, 79.440,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-my-family-tree-has-roots-libro-en-ingles/9781953021274/p/54827891,(0),"['Brandylane Publishers', ' Inc.', ' Tapa Blanda', 'Nuevo']",2023-11-06
55069057,Sidhartha,Hermann Hesse, 134.818, 87.632,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-sidhartha/9788435008525/p/55069057,(0),"['Edhasa', ' Tapa Blanda', 'Usado']",2023-11-06
53904457,Siddhartha (libro en Inglés),Herman Hesse, 135.864, 88.312,35,Quedan 89 unidades,https://www.buscalibre.com.co/libro-siddhartha-libro-en-ingles/9781421850207/p/53904457,(0),"['1st World Publishing', ' 2013', ' Tapa blanda', 'Nuevo']",2023-11-06
54392768,The Song of the Cell: An Exploration of Medicine and the new Human (libro en Inglés),Siddhartha Mukherjee, 197.982, 128.688,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-the-song-of-the-cell-an-exploration-of-medicine-and-the-new-human-libro-en-ingles/9781982117351/p/54392768,(0),"['Scribner Book Company', ' Tapa Dura', 'Nuevo']",2023-11-06
52445444,Siddhartha (libro en Inglés),"Hesse, Hermann", 181.640, 118.066,35,Quedan 66 unidades,https://www.buscalibre.com.co/libro-siddhartha-libro-en-ingles/9781774414491/p/52445444,(0),"['Binker North', ' 2020', ' Tapa Dura', 'Nuevo']",2023-11-06
25961486,Siddhartha,"herman hesse, hesse", 180.433, 117.281,35,Quedan 59 unidades,https://www.buscalibre.com.co/libro-siddhartha/9781604248579/p/25961486,(0),"['book jungle', ' 2007', 'Nuevo']",2023-11-06
24974110,Siddhartha,"hesse, hermann", 210.145, 136.594,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha/9781934648025/p/24974110,(0),"['norilana books', ' 2007', 'Nuevo']",2023-11-06
54964497,Siddhartha,"Hesse, Hermann", 144.586, 93.981,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-siddhartha/9788402074447/p/54964497,(0),"['Bruguera.', '', ' Tapa Dura', 'Usado']",2023-11-06
55717466,Siddhartha (libro en Inglés),, 130.386, 84.751,35,Quedan 66 unidades,https://www.buscalibre.com.co/libro-siddhartha-libro-en-ingles/9781722503741/p/55717466,(0),"['G&D Media', ' Tapa Blanda', 'Nuevo']",2023-11-06
51198912,Siddhartha (libro en inglés),Hermann Hesse, 190.275, 123.679,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha-libro-en-ingles/9781613827680/p/51198912,(0),"['Simon & Brown', ' 2011', ' Tapa dura', 'Nuevo']",2023-11-06
4698715,siddhartha,"Smith C. Hyp Msc D., Jane Ma ; Hesse, Herman", 111.165, 72.257,35,Quedan 90 unidades,https://www.buscalibre.com.co/libro-siddhartha/9781438247250/p/4698715,(0),"['Createspace Independent Publishing Platform', ' Tapa Blanda', 'Nuevo']",2023-11-06
54639089,Siddhartha (libro en Inglés),Hermann Hesse, 147.448, 95.841,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-siddhartha-libro-en-ingles/9780330354851/p/54639089,(0),"['Pan Books Ltd', ' Tapa Blanda', 'Usado']",2023-11-06
52322685,Siddhartha (libro en Inglés),"Hesse, Herman", 187.954, 122.170,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha-libro-en-ingles/9781989814390/p/52322685,(0),"['Public Park Publishing', ' 2020', ' Tapa Dura', 'Nuevo']",2023-11-06
55479110,Siddhartha,Hermann Hesse, 142.317, 92.506,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-siddhartha/9788401382000/p/55479110,(0),"['Plaza & Janes Editores', ' Tapa Blanda', 'Usado']",2023-11-06
2701724,siddhartha,"Hesse, Herman", 225.280, 146.432,35,Quedan 95 unidades,https://www.buscalibre.com.co/libro-siddhartha/9781605120652/p/2701724,(0),"['Akasha Classics', ' Tapa Dura', 'Nuevo']",2023-11-06
3245786,siddhartha,hermann hesse, 150.720, 97.968,35,Quedan 65 unidades,https://www.buscalibre.com.co/libro-siddhartha/9781438510637/p/3245786,(0),"['lightning source inc', 'Nuevo']",2023-11-06
2659389,siddhartha,hermann hesse, 150.720, 97.968,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha/9781605978857/p/2659389,(0),"['lightning source inc', 'Nuevo']",2023-11-06
51217935,Siddhartha (Shambhala Pocket Library) (libro en Inglés),"Hesse, Hermann ; Chodzin Kohn, Sherab", 107.173, 69.662,35,Quedan 5 unidades,https://www.buscalibre.com.co/libro-siddhartha-shambhala-pocket-library-libro-en-ingles/9781611806441/p/51217935,(0),"['Shambhala', ' 2018', ' Tapa Blanda', 'Nuevo']",2023-11-06
49631758,"No Dogs, No Indians","Bose, Siddhartha", 165.855, 107.806,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-no-dogs-no-indians/9781908058485/p/49631758,(0),"['Penned in the Margins', ' Tapa Blanda', 'Nuevo']",2023-11-06
55672998,Siddhartha,"Hesse, Hermann", 142.317, 92.506,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-siddhartha/9788477398196/p/55672998,(0),"['Proa', ' Barcelona', '', ' Tapa Blanda', 'Usado']",2023-11-06
55203290,Siddhartha (libro en Inglés),Herman Hesse, 161.459, 104.948,35,Quedan 9 unidades,https://www.buscalibre.com.co/libro-siddhartha-libro-en-ingles/9781805330196/p/55203290,(0),"['Pushkin Press Aug 2023', '', ' Tapa Blanda', 'Nuevo']",2023-11-06
48392928,Siddhartha,Mr Herman Hesse, 139.299, 90.545,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha/9781540409096/p/48392928,(0),"['Createspace', ' Tapa blanda', 'Nuevo']",2023-11-06
1925816,Siddhartha (Modern Library) (libro en Inglés),"Hesse, Hermann ; Bernofsky, Susan ; Robbins, Tom", 116.736, 75.879,35,Quedan 5 unidades,https://www.buscalibre.com.co/libro-siddhartha-modern-library-libro-en-ingles/9780812974782/p/1925816,(0),"['Modern Library', ' 2007', ' Tapa Blanda', 'Nuevo']",2023-11-06
54409354,Siddhartha ( Libro + Cartas ) Tarot,"Letizia, Bruno", 217.719, 141.517,35,Quedan 5 unidades,https://www.buscalibre.com.co/libro-siddhartha-libro-cartas-tarot/9788865277706/p/54409354,(0),"['Lo Scarabeo', 'Nuevo']",2023-11-06
54073505,Siddhartha (libro en Inglés),Hermann Hesse, 181.883, 118.224,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-siddhartha-libro-en-ingles/9789390736966/p/54073505,(0),"['True Sign Publishing House', ' 2021', ' Tapa blanda', 'Nuevo']",2023-11-06
54696588,Siddhartha (Libro en Hindi),"Hesse, Hermann", 165.855, 107.806,35,Quedan 55 unidades,https://www.buscalibre.com.co/libro-siddhartha-libro-en-hindi/9789355213136/p/54696588,(0),"['Prabhat Prakashan', ' Tapa Blanda', 'Nuevo']",2023-11-06
49465425,Siddhartha Gautama The Life of The Buddha (Real Reads),R.N. Pillau, 98.909, 64.291,35,Quedan 3 unidades,https://www.buscalibre.com.co/libro-siddhartha-gautama-the-life-of-the-buddha-real-reads/9781906230616/p/49465425,(0),"['Real Reads', ' Tapa Blanda', 'Nuevo']",2023-11-06
19658672,Siddhartha: An Indian Tale,"hesse, hermann", 180.433, 117.281,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha-an-indian-tale/9780982499450/p/19658672,(0),"['ancient wisdom publications', ' 2010', 'Nuevo']",2023-11-06
4717162,Siddhartha (Penguin Twentieth,"Hesse, Hermann ; Neugroschel, Joachim ; Freedman, Ralph", 107.451, 69.843,35,Quedan 5 unidades,https://www.buscalibre.com.co/libro-siddhartha-penguin-twentieth-century-classics-libro-en-ingles/9780141181233/p/4717162,(0),"['Penguin Group', ' 1999', ' Tapa Blanda', 'Nuevo']",2023-11-06
54119946,Siddhartha: An Indian Tale (libro en Inglés),"Hesse, Hermann", 172.819, 112.332,35,Quedan 59 unidades,https://www.buscalibre.com.co/libro-siddhartha-an-indian-tale-libro-en-ingles/9781781393925/p/54119946,(0),"['Benediction Classics', ' 2013', ' Tapa Dura', 'Nuevo']",2023-11-06
52421585,Oversight: A Collection of Short Stories (libro en Inglés),Siddhartha Elangovan, 151.463, 98.451,35,Quedan 53 unidades,https://www.buscalibre.com.co/libro-oversight-a-collection-of-short-stories-libro-en-ingles/9781645876496/p/52421585,(0),"['Notion Press', ' 2020', ' Tapa blanda', 'Nuevo']",2023-11-06
52667695,Siddhartha (libro en Inglés),Hermann Hesse, 191.946, 124.765,35,Quedan 61 unidades,https://www.buscalibre.com.co/libro-siddhartha-libro-en-ingles/9781609422592/p/52667695,(0),"['Lits', ' 2011', ' Tapa dura', 'Nuevo']",2023-11-06
54101624,Siddhartha (libro en Inglés),Hermann Hesse, 197.472, 128.357,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-siddhartha-libro-en-ingles/9789390960460/p/54101624,(0),"['Diamond Pocket Books', ' 2021', ' Tapa blanda', 'Nuevo']",2023-11-06
54659849,Siddhartha,Hermann Hesse, 172.608, 112.195,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-siddhartha/9788482888330/p/54659849,(0),"['La Voz De Galicia', '', ' Tapa Dura', 'Usado']",2023-11-06
55675478,"The Beautiful and the Damned: Life in the new India [Paperback] [Jun 09, 2012] Siddhartha deb (libro en Inglés)",Deb Siddhartha, 142.317, 92.506,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-the-beautiful-and-the-damned-life-in-the-new-india-paperback-jun-09-2012-siddhartha-deb-libro-en-ingles/9780143418962/p/55675478,(0),"['Penguin India', ' Tapa Blanda', 'Usado']",2023-11-06
54854057,Tammy Tries Baseball (Libro en Inglés),"Brotherton, Dawn ; Vineet, Siddhartha", 135.864, 88.312,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-tammy-tries-baseball-libro-en-ingles/9781939696465/p/54854057,(0),"['Blue Dragon Publishing', ' LLC', ' Tapa Blanda', 'Nuevo']",2023-11-06
53820094,Siddhartha: An Indian Tale (libro en Inglés),Hermann Hesse, 181.640, 118.066,35,Quedan 51 unidades,https://www.buscalibre.com.co/libro-siddhartha-an-indian-tale-libro-en-ingles/9781774815595/p/53820094,(0),"['Spirit Seeker Books', ' 2021', ' Tapa blanda', 'Nuevo']",2023-11-06
54512495,Hindi Translation of Siddhartha: An Indian Tale (libro en Hindi),Hermann Hesse, 123.700, 80.405,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-hindi-translation-of-siddhartha-an-indian-tale-libro-en-hindi/9781484178423/p/54512495,(0),"['Createspace Independent Publishing Platform', ' Tapa Blanda', 'Nuevo']",2023-11-06
2682542,"siddhartha,an indian tale",hermann hesse, 135.864, 88.312,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha-an-indian-tale/9781934648032/p/2682542,(0),"['lightning source inc', 'Nuevo']",2023-11-06
4701547,siddhartha,"Hesse, Hermann ; Rosner, Hilda ; Hesse, Hermann", 207.267, 134.723,35,Quedan 71 unidades,https://www.buscalibre.com.co/libro-siddhartha/9780811202923/p/4701547,(0),"['New Directions Publishing Corporation', ' Tapa Dura', 'Nuevo']",2023-11-06
50282110,Siddhartha,Hermann Hesse, 196.960, 128.024,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha/9781515434559/p/50282110,(0),"['Wilder Publications', ' Tapa Dura', 'Nuevo']",2023-11-06
54583056,Strangetop Hill (libro en Inglés),"Sosa, Toiya ; Siddhartha, Vineet K.", 181.454, 117.945,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-strangetop-hill-libro-en-ingles/9780578297873/p/54583056,(0),"['Toiya Sosa', ' Tapa Dura', 'Nuevo']",2023-11-06
54856757,Siddhartha: An Indian Tale (Libro en Inglés),"Hesse, Hermann", 204.853, 133.154,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha-an-indian-tale-libro-en-ingles/9781936828296/p/54856757,(0),"['Nmd Books', ' Tapa Blanda', 'Nuevo']",2023-11-06
25942093,Even the Gods,"orie, mr lester siddhartha", 208.611, 135.597,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-even-the-gods/9781451520873/p/25942093,(0),"['createspace', ' 2010', 'Nuevo']",2023-11-06
46990815,Siddhartha (Literatura Unibertsala),Hermann Hesse, 155.637, 101.164,35,Quedan 5 unidades,https://www.buscalibre.com.co/libro-siddhartha-literatura-unibertsala/9788497469012/p/46990815,(0),"['Erein Argitaletxea', ' Tapa blanda', 'Nuevo']",2023-11-06
53529609,"The Dhammapada (Arcturus Classics, 169) (libro en Inglés)",Siddhartha Gautama, 140.442, 91.287,35,Quedan 4 unidades,https://www.buscalibre.com.co/libro-the-dhammapada-arcturus-classics-169-libro-en-ingles/9781838573720/p/53529609,(0),"['Arcturus Publishing Ltd', ' 2020', ' Tapa blanda', 'Nuevo']",2023-11-06
54703683,Greying Gracefully: Planning for Retirement and Old Age Happiness (Libro en Inglés),"Ganguli, Siddhartha", 158.520, 103.038,35,Quedan 92 unidades,https://www.buscalibre.com.co/libro-greying-gracefully-planning-for-retirement-and-old-age-happiness-libro-en-ingles/9788184246971/p/54703683,(0),"['Allied Publishers Pvt. Ltd.', ' Tapa Blanda', 'Nuevo']",2023-11-06
54074800,Siddhartha: An Indian Tale (libro en Inglés),"Hesse, Hermann", 182.080, 118.352,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-siddhartha-an-indian-tale-libro-en-ingles/9781034670919/p/54074800,(0),"['Blurb', ' 2022', ' Tapa Blanda', 'Nuevo']",2023-11-06
55570151,La Armonia de las Celulas. Una Exploracion de la Medicina y del Nuevo ser Humano,Siddhartha Mukherjee, 390.123, 253.580,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-la-armonia-de-las-celulas-una-exploracion-de-la-medicina-y-del-nuevo-ser-humano/9789877950649/p/55570151,(0),"['Debate', ' 2023', ' Tapa Blanda', 'Nuevo']",2023-11-06
55606543,Siddhartha: A Novel by Hermann Hesse (libro en Inglés),Hermann Hesse, 143.385, 93.200,35,Quedan 24 unidades,https://www.buscalibre.com.co/libro-siddhartha-a-novel-by-hermann-hesse-libro-en-ingles/9781577153757/p/55606543,(0),"['Wellfleet Press', ' Tapa Dura', 'Nuevo']",2023-11-06
49791136,Siddhartha: An Indian Tale (Fabulous Novellas),Herman Hesse, 136.235, 88.553,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha-an-indian-tale-fabulous-novellas/9780648182672/p/49791136,(0),"['Skomlin', ' Tapa blanda', 'Nuevo']",2023-11-06
52323669,Siddhartha (libro en Catalán),Hermann Hesse, 145.869, 94.815,35,Quedan 6 unidades,https://www.buscalibre.com.co/libro-siddhartha-libro-en-catalan/9788417423131/p/52323669,(0),"['Labutxaca', ' 2020', ' Tapa blanda', 'Nuevo']",2023-11-06
50925904,Siddhartha Puzzle Pack (Print) (libro en inglés),Mary B. Collins, 225.094, 146.311,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha-puzzle-pack-print-libro-en-ingles/9781602494435/p/50925904,(0),"['Teachers Pet Pub', ' 2008', ' Tapa blanda', 'Nuevo']",2023-11-06
54696626,JUST PLAY! Life lessons from Traditional Indian Games (Libro en Inglés),"Sidhartha, Vinita", 172.355, 112.030,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-just-play-life-lessons-from-traditional-indian-games-libro-en-ingles/9789355205698/p/54696626,(0),"['Rupa Publ iCat Ions India', ' Tapa Blanda', 'Nuevo']",2023-11-06
47433429,SIDDHARTHA (En papel),HERMANN HESSE, 192.342, 125.022,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-siddhartha-en-papel/9788401498794/p/47433429,(0),"['PLAZA & JANES EDITORES', ' Tapa blanda', 'Usado']",2023-11-06
48614932,B Ground West: ..a drift into kgp..,Siddhartha Bhasker, 130.571, 84.871,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-b-ground-west-a-drift-into-kgp/9781945621277/p/48614932,(0),"['Notion Press', ' Inc.', ' Tapa Blanda', 'Nuevo']",2023-11-06
53840596,Siddhartha: An Indian Tale (libro en Inglés),Herman Hesse, 250.745, 162.984,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-siddhartha-an-indian-tale-libro-en-ingles/9781644394311/p/53840596,(0),"['Indoeuropeanpublishing.Com', ' 2021', ' Tapa dura', 'Nuevo']",2023-11-06
49835765,8 Minute Decision: 8 minutes all it takes to change Your life: Volume 1 (Series 1),Mr Rastogi Siddhartha, 84.610, 54.996,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-8-minute-decision-8-minutes-all-it-takes-to-change-your-life-volume-1-series-1/9789385818660/p/49835765,(0),"['Online Gatha', ' Tapa blanda', 'Nuevo']",2023-11-06
47071969,LebensFluss,Mathias Jung, 176.061, 114.440,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-lebensfluss-hermann-hesses-siddhartha/9783891891001/p/47071969,(0),"['Emu-Verlags-Gmbh', ' Tapa dura', 'Nuevo']",2023-11-06
49948035,Summary and Analysis of The Gene: An Intimate History: Based on the Book by Siddhartha Mukherjee (Smart Summaries),Worth Books, 79.317, 51.556,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-summary-and-analysis-of-the-gene-an-intimate-history-based-on-the-book-by-siddhartha-mukherjee-smart-summaries/9781504046695/p/49948035,(0),"['Worth Books', ' Tapa blanda', 'Nuevo']",2023-11-06
55607898,The Song of the Cell,Siddhartha Mukherjee, 182.376, 118.545,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-the-song-of-the-cell/9781529111781/p/55607898,(0),"['Vintage', '', ' Tapa Blanda', 'Nuevo']",2023-11-06
53507395,Siddhartha (Peter Owen Cased Classics) (libro en Inglés),"Hesse, Hermann ; Rosner, Hilda ; Iyer, Pico", 143.385, 93.200,35,Quedan 4 unidades,https://www.buscalibre.com.co/libro-siddhartha-peter-owen-cased-classics-libro-en-ingles/9780720620115/p/53507395,(0),"['Peter Owen Publishers', ' 2020', ' Tapa Dura', 'Nuevo']",2023-11-06
22646741,"Primary Sources, Historical Collections: Prince Siddartha: The Japanese Buddha, with a Foreword by T. S. Wentworth","atkinson, john laidlaw", 295.314, 191.954,35,Quedan 50 unidades,https://www.buscalibre.com.co/libro-primary-sources-historical-collections-prince-siddartha-the-japanese-buddha-with-a-foreword-by-t-s-wentworth/9781241099978/p/22646741,(0),"['primary sources', ' historical collections', ' 2011', 'Nuevo']",2023-11-06
54960001,The Light at the end of the World (libro en Inglés),"Deb, Siddhartha", 172.447, 112.091,35,Quedan 5 unidades,https://www.buscalibre.com.co/libro-the-light-at-the-end-of-the-world-libro-en-ingles/9781641294669/p/54960001,(0),"['Soho Press', ' Tapa Dura', 'Nuevo']",2023-11-06
19213357,"God's New World Global Citizens and One Nation: A Dream at Present, a Truth in Future","gauri, sidhartha", 122.215, 79.440,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-god-s-new-world-global-citizens-and-one-nation-a-dream-at-present-a-truth-in-future/9780595412563/p/19213357,(0),"['iuniverse', ' 2006', 'Nuevo']",2023-11-06
9075194,The Beautiful and the Damned: A Portrait of the New India (libro en Inglés),"Deb, Siddhartha", 138.835, 90.243,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-the-beautiful-and-the-damned-a-portrait-of-the-new-india-libro-en-ingles/9780865478732/p/9075194,(0),"['Farrar', ' Straus and Giroux', ' Tapa Blanda', 'Nuevo']",2023-11-06
55145399,Siddhartha (libro en Inglés),Herman Hesse, 289.777, 188.355,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-siddhartha-libro-en-ingles/9781421851181/p/55145399,(0),"['1st World Publishing', ' Tapa Dura', 'Nuevo']",2023-11-06
54173083,The Song of the Cell: An Exploration of Medicine and the new Human (libro en Inglés),Siddhartha Mukherjee, 254.857, 165.657,35,Quedan 53 unidades,https://www.buscalibre.com.co/libro-the-song-of-the-cell-an-exploration-of-medicine-and-the-new-human-libro-en-ingles/9781847925978/p/54173083,(0),"['Bodley Head', '', ' 2022', ' Tapa Dura', 'Nuevo']",2023-11-06
48425583,The Gene: An Intimate History,Siddhartha Mukherjee, 267.086, 173.606,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-the-gene-an-intimate-history/9781508211389/p/48425583,(0),"['Simon & Schuster Audio', ' Audio CD', 'Nuevo']",2023-11-06
46666788,Compatibility of Chemicals against Diamondback Moth,Danagowdar Siddartha, 518.833, 337.241,35,Quedan 50 unidades,https://www.buscalibre.com.co/libro-compatibility-of-chemicals-against-diamondback-moth/9783659354809/p/46666788,(0),"['LAP Lambert Academic Publishing', ' Tapa blanda', 'Nuevo']",2023-11-06
55726614,La Armonía de las Células,Siddhartha Mukherjee, 224.238, 145.755,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-la-armonia-de-las-celulas/9786073838306/p/55726614,(0),"['Debate', ' Tapa Blanda', 'Nuevo']",2023-11-06
54904597,The Case for Nature,"Shrikanth, Siddarth", 231.414, 150.419,35,Quedan 56 unidades,https://www.buscalibre.com.co/libro-the-case-for-nature/9780715654729/p/54904597,(0),"['Duckworth', '', ' Tapa Dura', 'Nuevo']",2023-11-06
23471312,Sidartha. a Story of Mystery.,"Behenna, Kathleen", 308.275, 200.379,35,Quedan 65 unidades,https://www.buscalibre.com.co/libro-sidartha-a-story-of-mystery/9781241204822/p/23471312,(0),"['British Library', ' Historical Print Editions', ' 2011', ' Tapa Blanda', 'Nuevo']",2023-11-06
25576266,An Inch Away from Death: A Novel Based on an Award Winning Essay,"rajagopal, siddarth", 177.183, 115.169,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-an-inch-away-from-death-a-novel-based-on-an-award-winning-essay/9781477139059/p/25576266,(0),"['xlibris corporation', ' 2012', 'Nuevo']",2023-11-06
24965136,Tackling Poverty Challenges,"sarkar, siddhartha", 608.492, 395.520,35,Quedan 50 unidades,https://www.buscalibre.com.co/libro-tackling-poverty-challenges/9783838383323/p/24965136,(0),"['lap lambert academic publishing', ' 2010', 'Nuevo']",2023-11-06
55006268,The Song of the Cell: An Exploration of Medicine and the new Human (libro en Inglés),Siddhartha Mukherjee, 144.592, 93.985,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-the-song-of-the-cell-an-exploration-of-medicine-and-the-new-human-libro-en-ingles/9781982117368/p/55006268,(0),"['Scribner', ' Tapa Blanda', 'Nuevo']",2023-11-06
54229382,My Family Tree has Roots (libro en Inglés),"Mowrey, Tina ; Siddhartha, Vineet", 237.926, 154.652,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-my-family-tree-has-roots-libro-en-ingles/9781953021267/p/54229382,(0),"['Brandylane Publishers', ' Inc.', ' 2022', ' Tapa Dura', 'Nuevo']",2023-11-06
19192451,Fiber Based Dispersion Compensation,"ramachandran, siddarth", 1.776.698, 1.154.854,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-fiber-based-dispersion-compensation/9780387403472/p/19192451,(0),"['springer', ' 2007', 'Nuevo']",2023-11-06
55715925,Siddhartha,Hesse Hermann, 227.862, 148.110,35,Queda 1 unidad,https://www.buscalibre.com.co/libro-siddhartha-an-indian-novel-libro-en-portugues/9781835661062/p/55715925,(0),"['Tranzlaty', ' Tapa Blanda', 'Nuevo']",2023-11-06
53577015,Siddhartha: Hermann Hesse (Macmillan Collector&#39; S Library) (libro en Inglés),Hermann Hesse, 168.365, 109.437,35,Quedan 28 unidades,https://www.buscalibre.com.co/libro-siddhartha-hermann-hesse-macmillan-collector-39-s-library-libro-en-ingles/9781529024043/p/53577015,(0),"['', ' 2020', ' 1ª edición', ' Tapa dura', 'Nuevo']",2023-11-06
54830404,How I Discovered My Power: A story of affirmation for children and families. (Libro en Inglés),"Love, Alisha L. ; Siddhartha, Vineet", 170.498, 110.823,35,Quedan 100+  unidades,https://www.buscalibre.com.co/libro-how-i-discovered-my-power-a-story-of-affirmation-for-children-and-families-libro-en-ingles/9781952011634/p/54830404,(0),"['Pen It! Publications', ' LLC', ' Tapa Blanda', 'Nuevo']",2023-11-06
24964976,Why Poor People Stay Poor,"sarkar, siddhartha", 538.652, 350.124,35,Quedan 50 unidades,https://www.buscalibre.com.co/libro-why-poor-people-stay-poor/9783838381619/p/24964976,(0),"['lap lambert academic publishing', ' 2010', 'Nuevo']",2023-11-06
